	Features	0-precision	1-precision	0-recall	1-recall	0-fscore	1-fscore	Accuracy	Std-Error
22	SkinThickness,BMI,DiabetesPedigreeFunction,Age	0.8333333333333334	0.5507246376811594	0.693069306930693	0.7307692307692307	0.7567567567567568	0.628099173553719	0.6636187148126578	0.06046344449391874
2	DiabetesPedigreeFunction,Age	0.8414634146341463	0.5492957746478874	0.6831683168316832	0.75	0.7540983606557378	0.6341463414634145	0.637953795379538	0.05251812618066675
62	BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Age	0.8414634146341463	0.5492957746478874	0.6831683168316832	0.75	0.7540983606557378	0.6341463414634145	0.6536400698893419	0.03494889855572045
30	SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Age	0.8414634146341463	0.5492957746478874	0.6831683168316832	0.75	0.7540983606557378	0.6341463414634145	0.6673849737914969	0.03245630272631357
18	SkinThickness,DiabetesPedigreeFunction,Age	0.8589743589743589	0.5466666666666666	0.6633663366336634	0.7884615384615384	0.7486033519553073	0.6456692913385826	0.63407105416424	0.05257969962720653
46	BloodPressure,Insulin,BMI,DiabetesPedigreeFunction,Age	0.8395061728395061	0.5416666666666666	0.6732673267326733	0.75	0.7472527472527474	0.6290322580645162	0.6614443797320909	0.022419880449463032
4	BMI,Age	0.8571428571428571	0.5394736842105263	0.6534653465346535	0.7884615384615384	0.7415730337078652	0.640625	0.6575616385167928	0.03039323417722862
34	BloodPressure,DiabetesPedigreeFunction,Age	0.8571428571428571	0.5394736842105263	0.6534653465346535	0.7884615384615384	0.7415730337078652	0.640625	0.6536983110075714	0.04880655901917813
6	BMI,DiabetesPedigreeFunction,Age	0.8461538461538461	0.5333333333333333	0.6534653465346535	0.7692307692307693	0.7374301675977654	0.6299212598425197	0.6773053775965832	0.04482752950811043
42	BloodPressure,Insulin,DiabetesPedigreeFunction,Age	0.8461538461538461	0.5333333333333333	0.6534653465346535	0.7692307692307693	0.7374301675977654	0.6299212598425197	0.6457969326344399	0.03863025072816536
52	BloodPressure,SkinThickness,BMI,Age	0.8552631578947368	0.5324675324675324	0.6435643564356436	0.7884615384615384	0.7344632768361582	0.6356589147286822	0.6753057658707047	0.04125611241460542
44	BloodPressure,Insulin,BMI,Age	0.875	0.5308641975308642	0.6237623762376238	0.8269230769230769	0.7283236994219653	0.6466165413533835	0.6555814404969909	0.028975006723212
10	Insulin,DiabetesPedigreeFunction,Age	0.8354430379746836	0.527027027027027	0.6534653465346535	0.75	0.7333333333333334	0.619047619047619	0.6359153562415065	0.044887343314829325
14	Insulin,BMI,DiabetesPedigreeFunction,Age	0.8441558441558441	0.5263157894736842	0.6435643564356436	0.7692307692307693	0.7303370786516854	0.625	0.6753057658707047	0.031780895032632546
0	Age	0.8441558441558441	0.5263157894736842	0.6435643564356436	0.7692307692307693	0.7303370786516854	0.625	0.6418559503009125	0.05798824284428822
32	BloodPressure,Age	0.8441558441558441	0.5263157894736842	0.6435643564356436	0.7692307692307693	0.7303370786516854	0.625	0.6615996893807028	0.05330780277836877
29	SkinThickness,Insulin,BMI,DiabetesPedigreeFunction	0.863013698630137	0.525	0.6237623762376238	0.8076923076923077	0.7241379310344828	0.6363636363636364	0.6358377014172005	0.026857555565815438
36	BloodPressure,BMI,Age	0.863013698630137	0.525	0.6237623762376238	0.8076923076923077	0.7241379310344828	0.6363636363636364	0.6713841972432537	0.0563714523392977
115	Glucose,BloodPressure,SkinThickness,BMI	0.825	0.5205479452054794	0.6534653465346535	0.7307692307692307	0.7292817679558012	0.608	0.7028344010871677	0.031338652830012574
50	BloodPressure,SkinThickness,DiabetesPedigreeFunction,Age	0.8421052631578947	0.5194805194805194	0.6336633663366337	0.7692307692307693	0.7231638418079095	0.6201550387596898	0.6458551737526694	0.05546182221620258
58	BloodPressure,SkinThickness,Insulin,DiabetesPedigreeFunction,Age	0.8513513513513513	0.5189873417721519	0.6237623762376238	0.7884615384615384	0.7199999999999999	0.6259541984732825	0.6399145796932635	0.039229648202414334
111	Glucose,BloodPressure,SkinThickness	0.8714285714285714	0.5180722891566265	0.6039603960396039	0.8269230769230769	0.7134502923976608	0.6370370370370371	0.6950300912444185	0.06455769261679786
40	BloodPressure,Insulin,Age	0.8227848101265823	0.5135135135135135	0.6435643564356436	0.7307692307692307	0.7222222222222223	0.6031746031746031	0.6457386915162104	0.049504021673731684
20	SkinThickness,BMI,Age	0.8311688311688312	0.5131578947368421	0.6336633663366337	0.75	0.7191011235955057	0.6093750000000001	0.6418559503009125	0.038454460039658474
12	Insulin,BMI,Age	0.8311688311688312	0.5131578947368421	0.6336633663366337	0.75	0.7191011235955057	0.6093750000000001	0.6319549602019026	0.03242324893151961
26	SkinThickness,Insulin,DiabetesPedigreeFunction,Age	0.8493150684931506	0.5125	0.6138613861386139	0.7884615384615384	0.7126436781609196	0.6212121212121211	0.6241506503591536	0.030994697672660106
48	BloodPressure,SkinThickness,Age	0.8450704225352113	0.5	0.594059405940594	0.7884615384615384	0.6976744186046511	0.6119402985074627	0.6379343816734615	0.04999068895881964
28	SkinThickness,Insulin,BMI,Age	0.8266666666666667	0.5	0.6138613861386139	0.75	0.7045454545454546	0.6	0.6240535818287711	0.022080306433036198
24	SkinThickness,Insulin,Age	0.8356164383561644	0.5	0.6039603960396039	0.7692307692307693	0.7011494252873564	0.6060606060606061	0.6083090662007378	0.030058937698959357
61	BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction	0.8024691358024691	0.5	0.6435643564356436	0.6923076923076923	0.7142857142857143	0.5806451612903226	0.6456610366919044	0.029146600664242954
16	SkinThickness,Age	0.8243243243243243	0.4936708860759494	0.6039603960396039	0.75	0.6971428571428572	0.5954198473282444	0.6123277033585712	0.05896439523257936
60	BloodPressure,SkinThickness,Insulin,BMI,Age	0.8157894736842105	0.4935064935064935	0.6138613861386139	0.7307692307692307	0.7005649717514125	0.5891472868217055	0.6496990875558144	0.03454801955001944
8	Insulin,Age	0.8157894736842105	0.4935064935064935	0.6138613861386139	0.7307692307692307	0.7005649717514125	0.5891472868217055	0.6378567268491555	0.05553712662673939
41	BloodPressure,Insulin,DiabetesPedigreeFunction	0.7582417582417582	0.4838709677419355	0.6831683168316832	0.5769230769230769	0.7187499999999999	0.5263157894736842	0.5708988545913415	0.042916042456962865
56	BloodPressure,SkinThickness,Insulin,Age	0.8285714285714286	0.4819277108433735	0.5742574257425742	0.7692307692307693	0.6783625730994152	0.5925925925925926	0.6161910308677927	0.0401715975644925
53	BloodPressure,SkinThickness,BMI,DiabetesPedigreeFunction	0.7804878048780488	0.4788732394366197	0.6336633663366337	0.6538461538461539	0.6994535519125684	0.5528455284552846	0.6161716171617162	0.04269472550991607
